part_id,material,feed_rate,cutting_speed,depth_of_cut,tool_nose_radius,tool_wear_time,surface_roughness_ra
2411,Aluminum_6061,0.357,55.4,1.644,0.4,9.2,13.111
2412,Aluminum_6061,0.489,277.6,0.313,0.4,45.6,23.137
2413,Carbon_Steel_1045,0.238,180.2,0.607,1.2,39.8,2.892
2414,Stainless_304,0.292,334.0,1.675,0.4,57.0,18.085
2415,Aluminum_6061,0.269,210.3,1.102,0.8,31.8,3.509
2416,Carbon_Steel_1045,0.098,97.2,2.906,1.2,39.3,0.51
2417,Stainless_304,0.157,184.9,1.547,0.2,28.8,8.152
2418,Stainless_304,0.287,110.9,0.48,0.8,40.8,7.478
2419,Aluminum_6061,0.08,313.4,0.299,0.8,26.2,0.294
2420,Stainless_304,0.469,257.3,2.244,1.2,8.3,9.274
2421,Carbon_Steel_1045,0.106,152.4,0.722,0.2,59.2,3.923
2422,Carbon_Steel_1045,0.139,208.3,0.766,0.8,43.2,1.421
2423,Stainless_304,0.394,250.8,1.415,1.2,36.5,10.026
2424,Aluminum_6061,0.094,284.9,0.976,0.4,28.9,0.845
2425,Stainless_304,0.455,74.0,1.946,0.8,42.7,27.179
2426,Carbon_Steel_1045,0.377,56.8,1.586,0.4,7.6,19.5
2427,Stainless_304,0.081,84.3,0.556,0.8,19.6,0.578
2428,Stainless_304,0.361,168.5,2.408,0.4,7.5,19.295
2429,Carbon_Steel_1045,0.334,190.0,1.421,0.2,7.6,21.316
2430,Aluminum_6061,0.391,90.9,1.93,1.2,1.3,4.018
2431,Aluminum_6061,0.423,173.3,0.261,0.2,45.4,45.71
2432,Stainless_304,0.373,182.5,1.973,0.2,13.6,44.075
2433,Carbon_Steel_1045,0.314,82.7,1.028,1.2,49.9,6.172
2434,Stainless_304,0.195,325.0,1.61,1.2,54.3,2.482
2435,Carbon_Steel_1045,0.364,229.7,1.069,0.8,10.1,7.404
2436,Carbon_Steel_1045,0.481,166.6,2.99,0.8,42.5,18.346
2437,Stainless_304,0.314,202.1,0.885,0.4,27.6,15.278
2438,Stainless_304,0.349,144.3,2.76,0.8,55.1,14.391
2439,Carbon_Steel_1045,0.247,306.3,2.774,0.8,29.1,4.412
2440,Aluminum_6061,0.39,222.5,1.408,0.8,22.7,6.518
2441,Stainless_304,0.499,198.5,1.086,0.8,17.7,17.51
2442,Stainless_304,0.122,323.3,1.298,0.8,54.2,1.901
2443,Carbon_Steel_1045,0.141,301.4,2.971,1.2,13.6,0.775
2444,Carbon_Steel_1045,0.293,293.8,1.952,0.8,49.7,6.07
2445,Aluminum_6061,0.267,117.7,1.748,0.4,11.7,6.083
2446,Carbon_Steel_1045,0.307,95.9,0.349,0.8,38.6,6.255
2447,Aluminum_6061,0.072,257.0,2.582,0.2,27.1,1.063
2448,Aluminum_6061,0.232,190.6,0.48,0.2,6.3,8.526
2449,Stainless_304,0.312,255.1,0.379,1.2,7.6,4.477
2450,Carbon_Steel_1045,0.313,278.2,1.006,0.8,16.9,4.376
2451,Stainless_304,0.346,138.6,1.558,0.2,46.0,46.859
2452,Carbon_Steel_1045,0.374,135.4,2.712,0.4,43.7,23.249
2453,Aluminum_6061,0.339,197.2,2.423,1.2,12.3,4.23
2454,Carbon_Steel_1045,0.406,132.1,0.793,0.8,28.6,11.7
2455,Aluminum_6061,0.331,250.2,1.273,1.2,5.8,2.788
2456,Carbon_Steel_1045,0.292,274.0,2.396,0.8,43.0,5.632
2457,Stainless_304,0.323,191.6,1.7,0.2,47.6,36.904
2458,Stainless_304,0.096,267.1,0.73,0.2,53.6,3.66
2459,Stainless_304,0.173,203.1,1.339,0.2,53.1,12.699
2460,Stainless_304,0.287,263.9,1.971,0.8,20.3,6.215
2461,Stainless_304,0.443,117.5,2.926,1.2,15.3,11.043
2462,Carbon_Steel_1045,0.356,271.7,2.07,0.4,53.8,18.815
2463,Carbon_Steel_1045,0.091,264.5,0.295,0.8,8.8,0.346
2464,Carbon_Steel_1045,0.317,130.0,2.189,0.8,3.6,5.873
2465,Aluminum_6061,0.15,216.8,0.94,0.8,18.9,0.918
2466,Carbon_Steel_1045,0.38,306.6,2.621,0.8,45.6,10.531
2467,Carbon_Steel_1045,0.422,124.9,1.306,0.4,41.7,27.775
2468,Aluminum_6061,0.317,270.8,0.799,0.8,59.2,6.604
2469,Stainless_304,0.316,336.2,1.537,0.4,21.6,13.868
2470,Aluminum_6061,0.202,309.9,0.952,0.8,16.6,1.801
2471,Carbon_Steel_1045,0.251,170.5,0.899,1.2,22.7,2.388
2472,Stainless_304,0.439,232.2,1.826,0.2,46.9,77.326
2473,Aluminum_6061,0.375,347.5,2.36,0.8,12.9,6.614
2474,Stainless_304,0.284,220.5,2.546,0.2,56.9,34.403
2475,Stainless_304,0.216,84.5,1.344,0.4,30.8,10.02
2476,Carbon_Steel_1045,0.073,63.6,0.434,0.8,47.0,0.501
2477,Stainless_304,0.114,287.1,1.581,0.4,49.6,2.677
2478,Carbon_Steel_1045,0.137,177.1,1.443,0.2,28.7,4.822
2479,Carbon_Steel_1045,0.218,124.0,0.792,0.4,44.5,8.813
2480,Carbon_Steel_1045,0.475,154.3,2.714,0.2,21.9,59.171
2481,Carbon_Steel_1045,0.277,277.2,2.929,0.8,48.7,6.137
2482,Aluminum_6061,0.156,189.6,0.392,0.2,49.4,5.595
2483,Aluminum_6061,0.098,310.5,2.438,0.4,34.0,1.019
2484,Carbon_Steel_1045,0.202,270.5,2.026,0.4,13.1,4.614
2485,Stainless_304,0.417,342.2,0.969,1.2,58.2,11.576
2486,Stainless_304,0.223,316.6,1.997,1.2,56.8,2.982
2487,Stainless_304,0.398,126.4,0.604,0.2,37.2,64.169
2488,Aluminum_6061,0.411,247.7,0.441,0.2,59.0,38.244
2489,Carbon_Steel_1045,0.1,56.2,2.982,0.8,30.2,0.908
2490,Carbon_Steel_1045,0.324,347.3,2.0,0.4,22.5,11.895
2491,Aluminum_6061,0.482,128.3,0.946,0.8,27.6,13.297
2492,Carbon_Steel_1045,0.231,249.4,1.488,1.2,2.8,1.477
2493,Carbon_Steel_1045,0.073,304.7,2.863,0.2,32.9,1.362
2494,Stainless_304,0.465,98.1,1.456,1.2,40.0,15.341
2495,Aluminum_6061,0.448,304.4,2.726,0.2,6.6,27.811
2496,Stainless_304,0.285,53.7,2.639,0.2,15.3,34.474
2497,Stainless_304,0.299,182.6,1.196,0.8,43.3,7.771
2498,Carbon_Steel_1045,0.145,191.6,2.164,1.2,47.6,1.221
2499,Aluminum_6061,0.419,162.2,2.066,0.8,59.2,13.019
2500,Aluminum_6061,0.274,225.9,2.371,0.2,15.2,13.261
2501,Stainless_304,0.065,324.5,1.256,0.2,50.5,1.709
2502,Aluminum_6061,0.357,148.1,0.394,1.2,10.3,3.59
2503,Aluminum_6061,0.478,223.8,0.72,0.8,7.9,8.32
2504,Stainless_304,0.423,313.2,1.946,0.2,43.8,70.045
2505,Stainless_304,0.175,281.9,2.382,0.8,26.8,2.704
2506,Carbon_Steel_1045,0.074,62.2,2.329,0.4,47.6,0.984
2507,Aluminum_6061,0.473,332.8,1.855,0.2,17.0,39.04
2508,Carbon_Steel_1045,0.472,64.0,0.483,0.2,12.8,44.228
2509,Stainless_304,0.29,226.6,0.298,1.2,32.9,3.972
2510,Aluminum_6061,0.339,222.6,2.401,0.8,6.9,4.855
2511,Aluminum_6061,0.258,285.9,1.761,0.2,16.7,11.042
2512,Aluminum_6061,0.239,94.5,2.402,0.2,10.0,10.434
2513,Carbon_Steel_1045,0.104,103.8,0.698,0.4,19.2,1.331
2514,Aluminum_6061,0.094,275.6,1.37,0.4,45.9,0.966
2515,Stainless_304,0.155,94.9,2.778,0.4,7.2,3.583
2516,Aluminum_6061,0.426,190.8,0.722,0.8,36.7,8.556
2517,Aluminum_6061,0.116,269.5,0.419,0.2,35.1,2.25
2518,Stainless_304,0.152,245.4,2.047,0.2,32.3,8.705
2519,Stainless_304,0.297,113.2,1.885,0.8,29.1,8.311
2520,Carbon_Steel_1045,0.147,141.2,2.868,1.2,39.8,1.255
2521,Stainless_304,0.123,340.7,2.743,0.2,51.1,6.173
2522,Aluminum_6061,0.303,184.6,2.311,0.4,9.7,8.163
2523,Carbon_Steel_1045,0.216,63.3,0.303,0.8,48.8,4.072
2524,Aluminum_6061,0.332,115.9,1.571,0.2,3.7,18.412
2525,Carbon_Steel_1045,0.46,152.7,2.714,1.2,28.9,10.117
2526,Stainless_304,0.118,349.8,1.443,0.2,30.7,4.364
2527,Stainless_304,0.461,140.8,2.896,0.8,11.9,15.531
2528,Aluminum_6061,0.456,57.9,2.044,0.4,5.4,21.542
2529,Carbon_Steel_1045,0.423,203.9,0.551,0.8,4.5,9.198
2530,Stainless_304,0.334,75.1,1.65,0.2,2.2,37.896
2531,Carbon_Steel_1045,0.329,132.2,2.163,0.2,34.4,31.148
2532,Aluminum_6061,0.338,347.7,0.43,0.8,9.3,3.844
2533,Carbon_Steel_1045,0.361,261.4,1.198,1.2,48.5,6.041
2534,Aluminum_6061,0.057,65.2,2.222,0.8,53.9,0.263
2535,Carbon_Steel_1045,0.481,184.6,0.682,1.2,17.5,8.424
2536,Carbon_Steel_1045,0.314,101.5,1.208,0.4,9.9,10.342
2537,Carbon_Steel_1045,0.402,86.9,2.147,0.2,24.6,41.834
2538,Carbon_Steel_1045,0.22,226.1,2.383,0.4,52.9,7.927
2539,Carbon_Steel_1045,0.056,201.7,1.676,1.2,24.0,0.095
2540,Aluminum_6061,0.279,272.9,2.881,1.2,6.5,2.056
2541,Aluminum_6061,0.278,317.7,2.795,0.8,59.1,4.807
2542,Carbon_Steel_1045,0.247,124.0,1.552,0.4,30.0,9.145
2543,Stainless_304,0.203,326.9,0.691,0.8,20.5,3.159
2544,Stainless_304,0.162,205.4,2.376,0.8,53.6,3.239
2545,Aluminum_6061,0.287,127.7,0.919,0.8,55.6,5.537
2546,Carbon_Steel_1045,0.219,303.7,2.568,1.2,29.8,1.863
2547,Carbon_Steel_1045,0.486,60.7,1.865,0.8,18.4,15.703
2548,Carbon_Steel_1045,0.128,217.9,1.334,0.2,29.0,4.181
2549,Carbon_Steel_1045,0.194,266.5,1.78,0.2,13.2,6.82
2550,Stainless_304,0.182,134.0,1.715,0.8,28.7,3.472
2551,Aluminum_6061,0.294,309.0,2.793,1.2,13.8,2.419
2552,Carbon_Steel_1045,0.275,122.1,0.839,1.2,37.3,3.851
2553,Carbon_Steel_1045,0.34,302.0,2.802,0.8,45.6,7.522
2554,Carbon_Steel_1045,0.478,73.6,0.336,0.8,58.2,19.839
2555,Aluminum_6061,0.178,98.0,2.365,1.2,50.6,1.352
2556,Carbon_Steel_1045,0.362,164.3,2.779,1.2,5.2,5.001
2557,Aluminum_6061,0.061,306.2,1.334,0.2,12.7,0.587
2558,Carbon_Steel_1045,0.168,93.4,0.451,0.4,31.9,4.237
2559,Carbon_Steel_1045,0.259,312.6,2.463,0.4,15.5,7.253
2560,Aluminum_6061,0.064,118.9,2.568,0.8,0.9,0.177
2561,Stainless_304,0.328,185.8,1.175,0.4,45.3,21.09
2562,Stainless_304,0.355,155.8,1.676,0.4,21.5,20.827
2563,Carbon_Steel_1045,0.386,85.4,2.476,0.2,4.0,34.038
2564,Stainless_304,0.282,333.3,0.778,0.2,30.5,26.0
2565,Stainless_304,0.322,181.5,1.98,0.4,58.6,25.235
2566,Aluminum_6061,0.228,257.1,1.434,1.2,40.7,2.394
2567,Carbon_Steel_1045,0.069,222.6,0.73,0.4,9.5,0.518
2568,Carbon_Steel_1045,0.095,200.5,2.536,0.2,30.9,2.143
2569,Carbon_Steel_1045,0.345,235.0,1.143,0.4,54.1,18.166
2570,Stainless_304,0.498,319.5,2.82,1.2,3.3,10.062
2571,Carbon_Steel_1045,0.057,259.8,1.815,0.8,38.3,0.247
2572,Aluminum_6061,0.301,209.7,1.665,0.8,43.3,5.193
2573,Carbon_Steel_1045,0.388,243.6,1.414,0.2,42.2,43.905
2574,Stainless_304,0.422,231.9,1.352,1.2,9.0,6.521
2575,Carbon_Steel_1045,0.295,179.9,2.499,0.2,54.4,26.737
2576,Aluminum_6061,0.329,237.4,2.113,1.2,19.3,3.931
2577,Aluminum_6061,0.364,183.1,2.378,1.2,3.1,3.496
2578,Carbon_Steel_1045,0.437,277.3,1.408,0.8,5.0,7.986
2579,Aluminum_6061,0.105,340.7,0.969,1.2,27.5,0.342
2580,Carbon_Steel_1045,0.467,338.0,0.489,1.2,2.4,5.454
2581,Aluminum_6061,0.062,296.2,2.386,0.8,46.8,0.222
2582,Carbon_Steel_1045,0.426,230.5,1.392,1.2,51.9,8.315
2583,Aluminum_6061,0.085,274.8,1.65,0.8,0.8,0.232
2584,Aluminum_6061,0.138,103.4,1.541,0.8,48.6,1.274
2585,Carbon_Steel_1045,0.052,193.7,1.436,0.4,58.9,0.493
2586,Aluminum_6061,0.25,127.2,2.131,0.8,1.8,2.665
2587,Aluminum_6061,0.2,51.0,1.924,0.4,43.5,6.361
2588,Carbon_Steel_1045,0.125,340.0,2.923,0.2,59.9,5.226
2589,Aluminum_6061,0.253,309.2,0.632,0.4,47.8,7.531
2590,Aluminum_6061,0.231,204.1,1.827,0.2,30.3,10.461
2591,Carbon_Steel_1045,0.395,126.2,0.424,1.2,53.1,8.104
2592,Carbon_Steel_1045,0.452,257.9,2.472,0.4,42.5,30.999
2593,Carbon_Steel_1045,0.344,180.4,1.945,1.2,17.5,4.509
2594,Stainless_304,0.106,291.0,1.428,0.4,13.5,1.53
2595,Carbon_Steel_1045,0.183,349.9,2.456,0.4,30.8,4.176
2596,Carbon_Steel_1045,0.461,154.7,1.501,0.2,22.4,58.565
2597,Stainless_304,0.09,123.3,0.876,1.2,19.8,0.494
2598,Carbon_Steel_1045,0.233,130.2,1.549,0.8,10.7,2.894
2599,Stainless_304,0.474,78.0,0.445,0.4,50.7,46.3
2600,Carbon_Steel_1045,0.478,168.2,2.719,0.8,42.3,17.162
2601,Carbon_Steel_1045,0.235,55.2,2.26,1.2,19.9,2.548
2602,Stainless_304,0.35,84.3,2.341,0.8,14.3,11.623
2603,Aluminum_6061,0.256,131.5,2.655,0.4,7.7,6.369
2604,Stainless_304,0.389,98.0,2.427,1.2,6.8,7.315
2605,Carbon_Steel_1045,0.064,269.6,1.438,1.2,37.5,0.172
2606,Carbon_Steel_1045,0.115,81.7,0.576,1.2,6.5,0.428
2607,Carbon_Steel_1045,0.326,309.8,1.277,0.2,57.6,33.243
2608,Aluminum_6061,0.155,116.3,2.819,1.2,16.7,0.832
2609,Aluminum_6061,0.35,82.6,2.86,0.2,1.5,23.704
2610,Stainless_304,0.208,53.0,2.362,0.8,51.3,6.221
2611,Carbon_Steel_1045,0.449,264.6,0.812,0.8,22.1,11.622
2612,Stainless_304,0.419,127.0,0.785,0.2,20.6,51.121
2613,Aluminum_6061,0.272,202.8,2.669,0.2,7.1,11.696
2614,Aluminum_6061,0.398,83.5,0.64,1.2,39.6,7.235
2615,Aluminum_6061,0.172,345.6,1.856,1.2,21.5,0.842
2616,Aluminum_6061,0.272,87.6,1.29,0.2,49.4,18.54
2617,Carbon_Steel_1045,0.139,173.6,1.081,0.8,37.8,1.443
2618,Stainless_304,0.437,305.5,2.113,0.2,52.8,76.323
2619,Stainless_304,0.42,123.5,2.889,0.8,37.4,21.042
2620,Carbon_Steel_1045,0.456,130.1,2.388,0.4,46.8,35.498
2621,Aluminum_6061,0.445,292.5,1.587,1.2,41.8,7.107
2622,Carbon_Steel_1045,0.482,132.0,1.462,0.8,27.8,17.581
2623,Carbon_Steel_1045,0.153,50.9,2.746,0.4,41.3,4.029
2624,Carbon_Steel_1045,0.469,178.4,1.84,0.8,39.8,18.24
2625,Carbon_Steel_1045,0.307,53.8,1.616,0.4,0.4,10.039
2626,Aluminum_6061,0.24,322.9,2.128,0.2,41.9,13.074
2627,Aluminum_6061,0.302,242.5,0.902,0.8,15.7,3.841
2628,Stainless_304,0.204,224.9,0.425,1.2,32.5,2.235
2629,Carbon_Steel_1045,0.18,110.5,2.602,0.4,6.7,3.5
2630,Stainless_304,0.159,260.0,1.92,0.2,1.4,5.877
2631,Aluminum_6061,0.087,253.2,0.703,0.2,0.9,0.936
2632,Carbon_Steel_1045,0.273,68.1,1.07,0.4,9.5,10.499
2633,Aluminum_6061,0.449,314.3,2.972,1.2,1.2,4.727
2634,Stainless_304,0.334,223.8,1.995,0.4,7.9,16.532
2635,Aluminum_6061,0.284,287.7,1.999,1.2,33.6,3.046
2636,Carbon_Steel_1045,0.243,128.9,0.448,0.4,24.0,7.561
2637,Aluminum_6061,0.259,86.6,2.915,0.4,58.8,11.048
2638,Aluminum_6061,0.144,260.7,2.705,1.2,48.5,0.881
2639,Aluminum_6061,0.42,288.2,1.756,0.8,8.8,7.16
2640,Carbon_Steel_1045,0.139,165.8,1.101,0.2,25.0,4.859
2641,Stainless_304,0.372,57.1,2.17,0.2,25.9,52.067
2642,Stainless_304,0.392,295.5,2.542,0.2,21.7,42.069
2643,Carbon_Steel_1045,0.309,111.8,2.412,1.2,29.7,5.359
2644,Carbon_Steel_1045,0.438,151.7,2.937,0.2,40.2,49.991
2645,Stainless_304,0.181,238.5,2.001,0.2,38.5,12.575
2646,Aluminum_6061,0.447,80.0,1.133,1.2,21.4,7.1
2647,Stainless_304,0.378,71.6,1.619,0.8,42.3,17.133
2648,Stainless_304,0.409,57.7,2.495,1.2,17.4,9.992
2649,Carbon_Steel_1045,0.349,325.0,0.98,0.2,50.1,35.638
2650,Aluminum_6061,0.431,143.4,0.886,0.8,57.9,12.943
2651,Aluminum_6061,0.497,248.2,2.243,0.2,17.7,55.653
2652,Carbon_Steel_1045,0.239,346.8,1.472,0.8,47.1,4.072
2653,Stainless_304,0.416,250.8,2.496,0.2,48.8,81.414
2654,Carbon_Steel_1045,0.385,207.5,0.645,1.2,29.4,5.366
2655,Carbon_Steel_1045,0.254,206.3,1.173,0.4,5.3,6.581
2656,Carbon_Steel_1045,0.467,163.1,0.987,0.4,47.2,34.189
2657,Stainless_304,0.227,229.9,2.169,1.2,24.4,2.927
2658,Aluminum_6061,0.304,337.6,2.338,0.2,12.5,15.554
2659,Aluminum_6061,0.098,286.4,1.504,1.2,37.6,0.385
2660,Carbon_Steel_1045,0.152,177.3,1.565,0.8,26.2,1.492
2661,Aluminum_6061,0.428,149.7,0.613,0.8,5.3,6.678
2662,Aluminum_6061,0.228,315.1,2.18,0.4,59.0,6.469
2663,Carbon_Steel_1045,0.227,90.7,2.979,1.2,14.7,2.469
2664,Aluminum_6061,0.161,304.9,2.389,0.4,30.7,2.735
2665,Stainless_304,0.271,126.5,0.864,0.4,40.0,13.193
2666,Stainless_304,0.413,264.7,1.964,0.4,6.9,23.075
2667,Stainless_304,0.453,291.9,1.061,0.4,44.4,34.878
2668,Stainless_304,0.082,193.1,0.333,0.4,38.9,1.245
2669,Aluminum_6061,0.309,107.7,0.745,0.2,29.6,19.817
2670,Carbon_Steel_1045,0.26,303.4,0.532,0.4,31.7,7.813
2671,Carbon_Steel_1045,0.326,160.3,0.789,0.4,57.3,16.975
2672,Aluminum_6061,0.251,146.2,2.438,0.4,54.7,10.234
2673,Stainless_304,0.229,203.0,1.055,1.2,6.7,2.342
2674,Aluminum_6061,0.262,180.5,2.332,0.2,22.1,15.321
2675,Carbon_Steel_1045,0.312,254.9,2.859,1.2,31.0,5.481
2676,Carbon_Steel_1045,0.275,91.2,1.829,1.2,55.2,4.835
2677,Stainless_304,0.262,180.7,1.585,0.2,49.0,33.154
2678,Carbon_Steel_1045,0.418,317.5,2.313,0.8,23.2,9.665
2679,Carbon_Steel_1045,0.386,60.8,0.517,0.2,53.2,61.325
2680,Aluminum_6061,0.204,187.2,1.428,0.2,22.7,7.49
2681,Carbon_Steel_1045,0.41,248.2,1.622,1.2,16.3,6.04
2682,Carbon_Steel_1045,0.434,316.3,2.535,0.2,36.6,53.477
2683,Carbon_Steel_1045,0.119,228.1,2.489,0.4,21.4,1.81
2684,Stainless_304,0.312,297.3,2.583,0.2,37.3,32.84
2685,Aluminum_6061,0.178,116.8,2.169,0.2,24.6,6.595
2686,Aluminum_6061,0.383,155.8,1.709,0.2,47.7,39.743
2687,Stainless_304,0.157,332.6,2.527,1.2,57.3,1.757
2688,Aluminum_6061,0.352,315.8,2.652,0.2,16.2,19.461
2689,Carbon_Steel_1045,0.165,217.4,1.571,1.2,30.6,1.159
2690,Carbon_Steel_1045,0.28,192.6,2.961,0.2,43.5,24.665
2691,Stainless_304,0.477,185.3,2.656,1.2,9.5,11.318
2692,Aluminum_6061,0.222,67.6,1.654,1.2,47.8,2.537
2693,Aluminum_6061,0.444,317.7,0.441,0.8,35.0,9.883
2694,Stainless_304,0.494,295.4,0.867,1.2,9.0,9.565
2695,Carbon_Steel_1045,0.444,186.9,2.385,0.4,52.1,31.931
2696,Carbon_Steel_1045,0.125,133.8,0.556,1.2,25.6,0.706
2697,Carbon_Steel_1045,0.419,152.9,1.542,0.2,10.6,36.485
2698,Carbon_Steel_1045,0.064,86.9,1.913,0.8,11.7,0.25
2699,Stainless_304,0.227,266.5,2.665,1.2,47.1,3.163
2700,Carbon_Steel_1045,0.442,217.0,2.58,0.8,56.1,16.609
2701,Stainless_304,0.36,120.2,2.352,0.4,22.7,24.53
2702,Stainless_304,0.29,236.9,1.371,0.8,4.7,4.466
2703,Carbon_Steel_1045,0.225,343.8,0.641,1.2,6.0,1.335
2704,Carbon_Steel_1045,0.416,86.7,2.092,1.2,39.3,8.684
2705,Carbon_Steel_1045,0.369,187.5,0.749,0.8,22.2,8.412
2706,Stainless_304,0.261,198.2,1.794,0.8,25.6,4.936
2707,Carbon_Steel_1045,0.452,100.0,2.947,1.2,20.2,9.517
2708,Aluminum_6061,0.153,209.5,1.763,0.8,27.9,1.269
2709,Stainless_304,0.127,231.8,2.025,0.2,38.6,6.2
2710,Carbon_Steel_1045,0.339,97.2,2.113,1.2,32.5,5.755
2711,Stainless_304,0.487,96.4,2.534,0.2,9.9,80.772
2712,Carbon_Steel_1045,0.161,306.9,1.446,0.8,29.5,1.703
2713,Carbon_Steel_1045,0.162,143.4,1.618,0.4,27.6,3.518
2714,Carbon_Steel_1045,0.113,239.1,0.734,0.2,32.7,2.644
2715,Stainless_304,0.437,238.0,1.94,0.4,6.6,27.549
2716,Aluminum_6061,0.152,301.8,1.063,0.2,9.2,3.564
2717,Carbon_Steel_1045,0.276,272.0,1.646,0.4,31.8,9.644
2718,Stainless_304,0.496,302.2,2.358,0.4,16.5,30.925
2719,Stainless_304,0.055,237.6,0.298,0.4,37.7,0.518
2720,Aluminum_6061,0.3,184.8,1.801,0.2,22.4,16.488
2721,Aluminum_6061,0.281,168.1,0.727,0.8,13.2,3.028
2722,Carbon_Steel_1045,0.413,163.7,1.018,0.2,39.4,48.493
2723,Aluminum_6061,0.21,175.5,0.345,1.2,23.6,1.312
2724,Aluminum_6061,0.235,88.8,0.716,0.2,9.5,9.598
2725,Carbon_Steel_1045,0.126,177.2,2.963,0.2,48.5,5.64
2726,Carbon_Steel_1045,0.383,166.8,2.996,0.4,25.9,20.571
2727,Carbon_Steel_1045,0.403,60.4,2.23,0.4,54.9,32.189
2728,Carbon_Steel_1045,0.111,132.5,1.933,1.2,11.6,0.454
2729,Stainless_304,0.227,275.6,2.387,0.8,52.6,5.317
2730,Carbon_Steel_1045,0.452,223.4,2.716,0.4,49.0,32.188
2731,Stainless_304,0.051,291.9,1.678,1.2,6.2,0.115
2732,Aluminum_6061,0.184,212.8,0.347,0.2,31.9,6.165
2733,Stainless_304,0.3,306.2,2.201,1.2,39.2,6.257
2734,Stainless_304,0.2,288.8,2.958,0.4,29.7,7.423
2735,Aluminum_6061,0.172,79.5,0.96,0.4,23.4,2.635
2736,Carbon_Steel_1045,0.257,343.1,1.525,0.4,56.6,10.201
2737,Carbon_Steel_1045,0.132,54.4,1.244,0.2,42.0,6.714
2738,Carbon_Steel_1045,0.288,229.1,1.324,0.8,58.0,6.93
2739,Stainless_304,0.368,287.8,2.234,0.8,50.8,13.629
2740,Aluminum_6061,0.309,149.6,1.291,0.8,49.0,6.125
2741,Carbon_Steel_1045,0.092,229.6,2.838,0.8,43.5,0.658
2742,Stainless_304,0.43,158.6,2.422,0.2,38.8,81.494
2743,Aluminum_6061,0.129,68.2,0.326,1.2,53.2,0.718
2744,Aluminum_6061,0.394,52.5,2.501,0.8,36.8,10.707
2745,Aluminum_6061,0.212,78.5,2.375,0.8,4.5,2.403
2746,Stainless_304,0.402,79.5,1.67,0.2,35.0,70.582
2747,Aluminum_6061,0.143,233.3,1.616,1.2,6.2,0.587
2748,Aluminum_6061,0.134,207.8,2.548,0.8,57.0,1.575
2749,Carbon_Steel_1045,0.274,186.6,1.418,0.4,38.8,10.236
2750,Stainless_304,0.065,257.6,0.689,1.2,33.3,0.212
2751,Carbon_Steel_1045,0.151,55.0,1.11,0.8,11.9,1.432
2752,Stainless_304,0.376,131.3,0.979,1.2,30.9,9.523
2753,Aluminum_6061,0.427,283.2,2.123,1.2,20.6,6.119
2754,Carbon_Steel_1045,0.086,323.0,0.742,0.2,40.5,2.308
2755,Carbon_Steel_1045,0.447,181.5,2.023,1.2,36.3,9.53
2756,Aluminum_6061,0.409,74.4,1.531,0.8,30.0,10.691
2757,Stainless_304,0.441,289.6,2.559,0.2,15.2,54.117
2758,Carbon_Steel_1045,0.364,315.6,1.584,1.2,31.5,4.473
2759,Aluminum_6061,0.353,174.1,2.807,0.4,27.7,13.696
2760,Aluminum_6061,0.286,123.0,2.726,1.2,51.1,3.63
2761,Aluminum_6061,0.344,63.2,0.76,0.2,53.7,37.557
2762,Stainless_304,0.464,227.3,2.137,0.4,45.6,37.822
2763,Aluminum_6061,0.095,323.0,0.84,0.4,19.2,0.71
2764,Stainless_304,0.192,253.4,2.514,0.4,2.3,4.745
2765,Aluminum_6061,0.083,145.2,1.998,0.8,55.5,0.498
2766,Stainless_304,0.475,242.9,1.059,0.2,59.5,97.209
2767,Stainless_304,0.25,299.6,0.935,0.8,7.6,4.474
2768,Aluminum_6061,0.354,192.7,1.431,0.2,41.1,32.853
2769,Aluminum_6061,0.429,295.9,2.452,0.4,25.5,16.933
2770,Stainless_304,0.496,167.6,2.439,0.8,8.9,20.591
2771,Aluminum_6061,0.123,154.6,0.342,0.4,59.9,2.322
2772,Aluminum_6061,0.41,224.9,1.081,0.4,56.0,20.965
2773,Stainless_304,0.449,189.4,1.413,0.8,59.0,23.096
2774,Stainless_304,0.072,343.1,1.86,0.2,8.6,1.327
2775,Stainless_304,0.389,204.9,0.661,1.2,29.5,7.959
2776,Stainless_304,0.21,165.6,1.172,1.2,53.7,3.101
2777,Carbon_Steel_1045,0.342,168.5,2.685,1.2,40.5,6.765
2778,Stainless_304,0.281,214.4,1.561,0.4,26.1,13.605
2779,Aluminum_6061,0.167,156.5,2.296,0.4,31.0,3.021
2780,Stainless_304,0.111,266.9,1.583,1.2,2.3,0.455
2781,Carbon_Steel_1045,0.103,164.2,1.529,0.8,36.7,0.71
2782,Carbon_Steel_1045,0.096,165.2,1.96,1.2,51.6,0.512
2783,Stainless_304,0.337,235.1,0.963,0.2,0.2,27.971
2784,Carbon_Steel_1045,0.208,68.3,0.937,1.2,9.6,1.609
2785,Carbon_Steel_1045,0.147,246.6,2.971,0.8,31.1,1.584
2786,Carbon_Steel_1045,0.361,201.5,2.64,1.2,33.7,6.254
2787,Aluminum_6061,0.359,185.9,2.279,1.2,20.6,4.266
2788,Aluminum_6061,0.293,265.8,0.627,0.2,1.7,12.455
2789,Stainless_304,0.471,277.5,0.333,0.2,44.6,85.479
2790,Carbon_Steel_1045,0.223,303.9,0.732,0.2,14.6,8.782
2791,Carbon_Steel_1045,0.426,162.4,2.829,0.8,38.7,12.956
